volcano_number;volcano_name;primary_volcano_type;last_eruption_year;country;region;subregion;latitude;longitude;elevation;tectonic_settings;evidence_category;major_rock_1;major_rock_2;major_rock_3;major_rock_4;major_rock_5;minor_rock_1;minor_rock_2;minor_rock_3;minor_rock_4;minor_rock_5;population_within_5_km;population_within_10_km;population_within_30_km;population_within_100_km
283060;Norikuradake;stratovolcano;-50;Japan;Japan, Taiwan, Marianas;Honshu;36.106;137.554;3026;Subduction zone / Continental crust (>25 km);Eruption Dated;Andesite / Basaltic Andesite;Dacite; ; ; ; ; ; ; ;NA;250;1616;109638;5057979
257081;North Vate;stratovolcano;Unknown;Vanuatu;Melanesia and Australia;Vanuatu;-17.47;168.353;594;Subduction zone / Intermediate crust (15-25 km);Evidence Credible;Basalt / Picro-Basalt;Andesite / Basaltic Andesite;Trachyte / Trachydacite; ; ; ; ; ; ;NA;3327;6497;26614;61663
334050;Northern EPR at 9.8°N;submarine;2006;Undersea Features;Hawaii and Pacific Ocean;Pacific Ocean (eastern);9.83;-104.3;-2500;Rift zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;0;0
283151;Numazawa;shield;-3400;Japan;Japan, Taiwan, Marianas;Honshu;37.444;139.566;835;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Rhyolite;Andesite / Basaltic Andesite; ; ; ; ; ; ;NA;990;4082;110303;4383246
284136;NW Eifuku;submarine;Unknown;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;21.485;144.043;-1535;Subduction zone / Crustal thickness unknown;Unrest / Holocene;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;0;0
284211;NW Rota-1;submarine;2010;United States;Japan, Taiwan, Marianas;Izu, Volcano, and Mariana Islands;14.601;144.775;-517;Subduction zone / Crustal thickness unknown;Eruption Observed;Basalt / Picro-Basalt;Andesite / Basaltic Andesite; ; ; ; ; ; ; ;NA;0;0;0;5988
222056;Nyambeni Hills;shield;Unknown;Kenya;Africa and Red Sea;Africa (eastern);0.23;37.87;750;Rift zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt;Phonolite;Trachybasalt / Tephrite Basanite;Trachyandesite / Basaltic Trachyandesite;Rhyolite; ; ; ; ;NA;13389;107199;768936;2781323
223020;Nyamuragira;shield;2020;DR Congo;Africa and Red Sea;Africa (central);-1.408;29.2;3058;Rift zone / Continental crust (>25 km);Eruption Observed;Trachybasalt / Tephrite Basanite;Phono-tephrite /  Tephri-phonolite; ; ; ; ; ; ; ;NA;3751;27027;711356;8333476
223030;Nyiragongo;stratovolcano;2020;DR Congo;Africa and Red Sea;Africa (central);-1.52;29.25;3470;Rift zone / Continental crust (>25 km);Eruption Observed;Foidite; ; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;2416;31145;1006436;9087529
300650;Nylgimelkin;shield;-3550;Russia;Kamchatka and Mainland Asia;Kamchatka Peninsula;57.97;160.65;1764;Subduction zone / Continental crust (>25 km);Eruption Dated;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;0;0;26;1792
221280;O'a Caldera;caldera;Unknown;Ethiopia;Africa and Red Sea;Africa (northeastern) and Red Sea;7.47;38.58;2075;Rift zone / Continental crust (>25 km);Evidence Credible;Rhyolite;Trachyte / Trachydacite; ; ; ;Basalt / Picro-Basalt; ; ; ;NA;148588;148588;477361;8808566
244010;Ofu-Olosega;shield;1866;United States;New Zealand to Fiji;Samoan and Wallis Islands;-14.175;-169.618;639;Subduction zone / Oceanic crust (< 15 km);Eruption Observed;Basalt / Picro-Basalt;Trachybasalt / Tephrite Basanite; ; ; ; ; ; ; ;NA;220;384;1387;1387
355130;Ojos del Salado, Nevados;stratovolcano;750;Chile-Argentina;South America;Northern Chile, Bolivia and Argentina;-27.109;-68.541;6879;Subduction zone / Continental crust (>25 km);Eruption Dated;Dacite;Andesite / Basaltic Andesite;Rhyolite; ; ; ; ; ; ;NA;0;11;572;10774
241050;Okataina;lavadome;1981;New Zealand;New Zealand to Fiji;New Zealand;-38.12;176.5;1111;Subduction zone / Continental crust (>25 km);Eruption Observed;Rhyolite; ; ; ; ;Basalt / Picro-Basalt;Dacite;Andesite / Basaltic Andesite; ;NA;18;579;79591;362413
283003;Oki-Dogo;shield;Unknown;Japan;Japan, Taiwan, Marianas;Honshu;36.176;133.334;151;Subduction zone / Continental crust (>25 km);Evidence Credible;Basalt / Picro-Basalt; ; ; ; ; ; ; ; ;NA;6391;12388;22076;691492
